id;language;title;field_product_cp_type;field_product_cp_category;body;field_product_cp_brand;field_product_cp_brand_thumb;field_product_cp_package_picture;field_link;field_product_cp_loyality;field_product_cp_status;field_product_cp_auth_number;field_product_cp_composition;field_product_cp_active_group;field_product_cp_formulation;field_product_cp_mode_action;field_product_cp_mode_detail;field_product_cp_end_date_growers;field_product_cp_end_date_disrtibutors;field_product_cp_pack_size;field_product_cp_nanum_number;field_product_cp_a_number_design;field_product_cp_security_icon;field_product_cp_legal_warning;field_product_cp_re_entry_period;field_product_cp_hazard_statements;field_product_cp_precautionary_s;field_product_cp_personal_equip;field_product_cp_other_restric;field_product_cp_tank_mixing;field_product_cp_tank_prepar;field_product_cp_particular_term;field_product_cp_mix_and_spray;field_product_cp_water_volume;field_product_cp_pressure;field_product_cp_rainfastness;field_product_cp_frost_sensitiv;field_product_cp_humidity_sensit;field_product_cp_light_sensit;field_product_cp_tank_lifespan;field_product_cp_tank_stability;field_product_cp_carry_over;field_product_cp_minor_use;field_product_cp_stewardship;field_product_cp_emergency;field_product_cp_section_title;field_product_cp_section_desc;field_product_cp_leg_information;field_product_cp_manual_date_ove;field_product_cp_last_update_dat;field_product_cp_pdf_file;external_field_product_cp_pdf;field_product_cp_registrant;field_product_cp_shelf_life;field_product_cp_class_of_danger;field_product_cp_danger_bees;field_product_cp_addl_flx;metatag_title;metatag_description;metatag_keywords
12281 W0;nl;Ridomil Gold;Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/27703dd3-7bf9-4d13-63c0-98ff02158875/1496755355778915488-SYNGENCP-7001_RIDOMIL_GOLD.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/27703dd3-7bf9-4d13-63c0-98ff02158875/1496755362327554327-Ridomil%20Gold%20logo%20400x135.jpg;;;;;12281 N;"""465,2 G/L"",""metalaxyl-M""";;SL (Met water mengbaar concentraat);;;01.07.2020;01.07.2019;;;;;GHS07;;H302, H412, H319, EUH401;P301 + P312, P305 + P351 + P338, P337 + P313, SP 1, P273, P102, P280;;;;;;;;;;;;;;;;;;;;;;1;21.06.2002;;"""Gebruiksvoorschrift"",""116.3"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12281/W0/4a4684e5-cfd0-4842-4cac-258b8f3c6376.pdf""|""Veiligheidsblad"",""329"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12281/W1/5dc0cd66-5c93-4b0b-aa3a-7a70ca147954.pdf""";;;;;;;;
12281;nl;Ridomil Gold (W1);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/27703dd3-7bf9-4d13-63c0-98ff02158875/1496755355778915488-SYNGENCP-7001_RIDOMIL_GOLD.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/27703dd3-7bf9-4d13-63c0-98ff02158875/1496755362327554327-Ridomil%20Gold%20logo%20400x135.jpg;;;;;12281 N;"""465,2 G/L"",""metalaxyl-M""";;SL (Met water mengbaar concentraat);;;;;;;;;GHS07;;H412, H319, H302, EUH401;P273, P280, P305 + P351 + P338, P301 + P312, P337 + P313, SP 1, P102;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Gebruiksvoorschrift"",""63.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12281/W1/de946b24-4531-4880-5b29-4d0ddc26b115.pdf""|""Veiligheidsblad"",""329"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12281/W1/5dc0cd66-5c93-4b0b-aa3a-7a70ca147954.pdf""";;;;;;;;
14434 W3;nl;Safir (W3);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/89633942-9a40-49e1-62c4-78366f5d5c76/1496755428501825380-SYNGENCP-7001_SAFIR.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/89633942-9a40-49e1-62c4-78366f5d5c76/1496755434581008915-Safir%20logo%20400x135.jpg;;;;;14434 N;"""500 G/KG"",""fludioxonil""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS09, GHS07;;EUH401, H410, H317;P302 + P352, P270, SP 1, P391, P501, P280C, P102;;;;;;;;;;;;;;;;;;;;;;1;16.02.2018;;"""Gebruiksvoorschrift"",""75.6"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14434/W3/e56a2f2c-b614-4824-682a-a8dab7e7a132.pdf""|""Veiligheidsblad"",""328.85"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14434/W3/ba416591-a746-4fe8-8687-fbcfd46dd7b7.pdf""";;;;;;;;
14434;nl;Safir (W4);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/89633942-9a40-49e1-62c4-78366f5d5c76/1496755428501825380-SYNGENCP-7001_SAFIR.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/89633942-9a40-49e1-62c4-78366f5d5c76/1496755434581008915-Safir%20logo%20400x135.jpg;;;;;14434 N;"""500 G/KG"",""fludioxonil""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS09, GHS07;;H317, EUH401, H410;P102, P270, P501, P302 + P352, SP 1, P391, P280C;;;;;;;;;;;;;;;;;;;;;;1;09.03.2018;;"""Gebruiksvoorschrift"",""77.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14434/W4/6e81562e-7034-414b-5f67-8f981f4895fb.pdf""|""Veiligheidsblad"",""328.85"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/14434/W3/ba416591-a746-4fe8-8687-fbcfd46dd7b7.pdf""";;;;;;;;
12205 W7;nl;Santox (W7);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/7900c253-3e05-4a75-4bf0-d6c2aede798f/1525249140199802526-1120x110_SANTOX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/7900c253-3e05-4a75-4bf0-d6c2aede798f/1525249150500626732-Santox%20logo%20400x135.jpg;;;;;12205 N;"""500 G/L"",""fluazinam""";;SC (Suspensie concentraat);;;11.07.2020;11.07.2019;;;;;GHS08, GHS07, GHS09;;EUH401, H361d, H410, H317;P280C, SP 1, P302 + P352, P308 + P313, P501, P202, P333 + P313;;;;;;;;;;;;;;;;;;;;;;1;03.11.2017;;"""Veiligheidsblad"",""314.9"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12205/W8/ea07b90e-ffb2-4b24-bc0b-085cc6213d55.pdf""|""Gebruiksvoorschrift"",""65.2"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12205/W7/5bfd3c0e-a95c-4d27-6f36-f9a7c652f3b6.pdf""";;;;;;;;
12205;nl;Santox (W8);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/7900c253-3e05-4a75-4bf0-d6c2aede798f/1525249140199802526-1120x110_SANTOX.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/7900c253-3e05-4a75-4bf0-d6c2aede798f/1525249150500626732-Santox%20logo%20400x135.jpg;;;;;12205 N;"""500 G/L"",""fluazinam""";;SC (Suspensie concentraat);;;;;;;;;GHS08, GHS07, GHS09;;H410, H361d, EUH401, H317;P501, P308 + P313, P202, P302 + P352, P333 + P313, P280C, SP 1;;;;;;;;;;;;;;;;;;;;;;1;25.01.2019;;"""Veiligheidsblad"",""314.9"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12205/W8/ea07b90e-ffb2-4b24-bc0b-085cc6213d55.pdf""|""Gebruiksvoorschrift"",""63.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12205/W8/e54a480c-bd36-454a-a7bc-2782e43ecd63.pdf""";;;;;;;;
15753;nl;Scholar;Fungicide;Gewasbescherming;;;;;;;;15753 N;"""230 G/L"",""fludioxonil""";;SC (Suspensie concentraat);;;;;;;;;GHS09;;EUH401, H410;P280C, P261, P308 + P313, SP 1, P391, P262;;;;;;;;;;;;;;;;;;;;;;1;28.12.2018;;"""Gebruiksvoorschrift"",""48.95"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15753/W0/a737439b-e320-402d-bddd-8380799e3336.pdf""";;;;;;;;
11453;nl;Score 250 EC (W7);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/95248f4d-c4d9-4e62-5ab4-f67b949f6451/1496755464323778223-SYNGENCP-7001_SCORE_250_EC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/95248f4d-c4d9-4e62-5ab4-f67b949f6451/1496755471302920988-Score%20250EC%20logo%20400x135.jpg;;;;;11453 N;"""250 G/L"",""difenoconazool""";;EC (Emulgeerbaar concentraat);;;;;;;;;GHS07, GHS08, GHS09;;H304, EUH066, H410, EUH401, H319;SP 1, P331, P280, P273, P337 + P313, P391, P301 + P310;;;;;;;;;;;;;;;;;;;;;;1;28.07.2015;;"""Veiligheidsblad"",""393.05"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11453/W7/8c5b6209-1aaf-43e5-ba26-bdf0eeb7713f.pdf""|""Gebruiksvoorschrift"",""127.65"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/11453/W7/3e27ce17-2e95-4373-4e23-9dd78cbbf81c.pdf""";;;;;;;;
12819 W7;nl;Switch (W7);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/f92d64fd-dead-40cd-6ea7-11c934b00d28/1496756355673329604-SYNGENCP-7001_SWITCH.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/f92d64fd-dead-40cd-6ea7-11c934b00d28/1496756359685919056-Switch%20logo%20400x135.jpg;;;;;12819 N;"""25 %"",""fludioxonil""|""37,5 %"",""cyprodinil""";;WG (Water dispergeerbaar granulaat);;;30.12.2019;31.01.2019;;;;;GHS07, GHS09;;H317, H410, EUH401;P391, P362 + P364, P280C, P261, SP 1, P333 + P313;;;;;;;;;;;;;;;;;;;;;;1;04.05.2018;;"""Veiligheidsblad"",""374.65"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12819/W8/53f1e89f-0170-46c6-a6bb-fdfd82f29479.pdf""|""Gebruiksvoorschrift"",""117.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12819/W7/99dd4096-e766-4721-6f8d-5d61bb080435.pdf""";;;;;;;;
12819;nl;Switch (W8);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/f92d64fd-dead-40cd-6ea7-11c934b00d28/1496756355673329604-SYNGENCP-7001_SWITCH.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/f92d64fd-dead-40cd-6ea7-11c934b00d28/1496756359685919056-Switch%20logo%20400x135.jpg;;;;;12819 N;"""25 %"",""fludioxonil""|""37,5 %"",""cyprodinil""";;WG (Water dispergeerbaar granulaat);;;;;;;;;GHS07, GHS09;;H410, EUH401, H317;P261, P391, P280C, P333 + P313, P362 + P364, SP 1;;;;;;;;;;;;;;;;;;;;;;1;21.09.2018;;"""Gebruiksvoorschrift"",""105"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12819/W8/7fbf2804-051e-429b-73ec-afd9de36913c.pdf""|""Veiligheidsblad"",""374.65"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12819/W8/53f1e89f-0170-46c6-a6bb-fdfd82f29479.pdf""";;;;;;;;
15583;nl;Tafari;Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/b6afc03a-265f-49da-6a9e-74e0fa9b0fb4/1525249164889996576-1120x110_TAFARI.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/b6afc03a-265f-49da-6a9e-74e0fa9b0fb4/1525249171821752834-Tafari%20logo%20400x135.jpg;;;;;15583 N;"""50 %"",""pymetrozine""";;WG (Water dispergeerbaar granulaat);;;30.01.2020;30.10.2019;;;;;GHS08;;H351, H412, EUH401;P280C, P273, P202, P308 + P313, P201, SP 1;;;;;;;;;;;;;;;;;;;;;;1;22.02.2018;;"""Veiligheidsblad"",""327.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15583/W0/91cc7ff7-c1dd-482c-8345-e16ba96efb57.pdf""|""Gebruiksvoorschrift"",""81.2"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/15583/W0/a7b4320e-3832-45a5-74fb-1f0cee82cb6b.pdf""";;;;;;;;
12290 W2;nl;Tecto 500 SC (W2);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/cd506f3e-0f7f-4689-4363-eb01e1f358d9/1496756366857070372-SYNGENCP-7001_TECTO_500_SC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/cd506f3e-0f7f-4689-4363-eb01e1f358d9/1496756369569391245-Tecto%20logo%20400x135.jpg;;;;;12290 N;"""500 G/L"",""thiabendazool""";;SC (Suspensie concentraat);;;01.07.2020;01.07.2019;;;;;GHS07, GHS09;;H410, H317, EUH401;P102, P391, P302 + P352, P333 + P313, P363, P280, P261, SP 1;;;;;;;;;;;;;;;;;;;;;;1;18.04.2014;;"""Gebruiksvoorschrift"",""108.65"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12290/W2/ed73b31a-54cb-43d6-5278-a2d2cb6a519d.pdf""|""Veiligheidsblad"",""226.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12290/W2/68c7ad72-2e60-4899-a510-ddf1808cf03a.pdf""";;;;;;;;
12290;nl;Tecto 500 SC (W3);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/cd506f3e-0f7f-4689-4363-eb01e1f358d9/1496756366857070372-SYNGENCP-7001_TECTO_500_SC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/cd506f3e-0f7f-4689-4363-eb01e1f358d9/1496756369569391245-Tecto%20logo%20400x135.jpg;;;;;12290 N;"""500 G/L"",""thiabendazool""";;SC (Suspensie concentraat);;;;;;;;;GHS07, GHS09;;EUH401, H317, H410;P280, P102, P333 + P313, P363, SP 1, P261, P302 + P352, P391;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Gebruiksvoorschrift"",""77.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12290/W3/416210ab-a18a-41f2-55da-b31819d5c9d4.pdf""|""Veiligheidsblad"",""226.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12290/W2/68c7ad72-2e60-4899-a510-ddf1808cf03a.pdf""";;;;;;;;
5395 W6;nl;Thiovit Jet (W6);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/dc00c78a-7e7e-40f5-7cdf-f572a0adbd21/1496756377101034275-SYNGENCP-7001_THIOVIT_JET.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/dc00c78a-7e7e-40f5-7cdf-f572a0adbd21/1496756379529169012-Thiovit%20Jet%20logo%20400x135.jpg;;;;;5395 N;"""80 %"",""zwavel""";;WG (Water dispergeerbaar granulaat);;;;;;;;;;;EUH401, EUH401;SP 1, P270, P102, SP 1, P102, P270;;;;;;;;;;;;;;;;;;;;;;1;14.04.2017;;"""Gebruiksvoorschrift"",""472.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5395/W6/1ab29cd1-c8d9-4c79-4c96-21f2fd3e7f82.pdf""|""Veiligheidsblad"",""103"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5395/W7/6efd29fa-7357-444c-be9e-98b9c3151a14.pdf""";;;;;;;;
5395;nl;Thiovit Jet (W7);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/dc00c78a-7e7e-40f5-7cdf-f572a0adbd21/1496756377101034275-SYNGENCP-7001_THIOVIT_JET.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/dc00c78a-7e7e-40f5-7cdf-f572a0adbd21/1496756379529169012-Thiovit%20Jet%20logo%20400x135.jpg;;;;;5395 N;"""80 %"",""zwavel""";;WG (Water dispergeerbaar granulaat);;;;;;;;;;;EUH401, EUH401;P270, P270, SP 1, P102, P102, SP 1;;;;;;;;;;;;;;;;;;;;;;1;07.12.2018;;"""Gebruiksvoorschrift"",""67.65"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5395/W7/bd037e0c-4790-428f-8dd5-0b552699b8d2.pdf""|""Veiligheidsblad"",""103"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/5395/W7/6efd29fa-7357-444c-be9e-98b9c3151a14.pdf""";;;;;;;;
10172;nl;Thiram Granuflo (W10);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/cd0da615-12a3-43bd-5145-e2d60b87ed63/1496756388337352604-SYNGENCP-7001_THIRAM_GRANUFLO.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/cd0da615-12a3-43bd-5145-e2d60b87ed63/1496756392153362775-Thiram%20Granuflo%20logo%20400x135.jpg;;;;;10172 N;"""80 %"",""thiram""";;WG (Water dispergeerbaar granulaat);;;30.04.2019;30.04.2019;;;;;GHS08, GHS07, GHS09;;EUH208, EUH401, H373, H302, H410, H319;P305 + P351 + P338, P301 + P312, P273, P260, P280, P337 + P313, P501, SP 1, P270;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Veiligheidsblad"",""129.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/10172/W10/b9140477-c8ac-4849-b8e6-1fc45a16661d.pdf""|""Gebruiksvoorschrift"",""82.8"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/10172/W10/5dde2be4-e82f-429c-5994-9503557f1a2a.pdf""";;;;;;;;
10172 W9;nl;Thiram Granuflo (W9);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/cd0da615-12a3-43bd-5145-e2d60b87ed63/1496756388337352604-SYNGENCP-7001_THIRAM_GRANUFLO.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/cd0da615-12a3-43bd-5145-e2d60b87ed63/1496756392153362775-Thiram%20Granuflo%20logo%20400x135.jpg;;;;;10172 N;"""80 %"",""thiram""";;WG (Water dispergeerbaar granulaat);;;30.04.2019;30.04.2019;;;;;GHS07, GHS08, GHS09;;H373, H319, H302, H410, EUH401, EUH208;P260, P305 + P351 + P338, P280, P337 + P313, P270, P501, P301 + P312, P273, SP 1;;;;;;;;;;;;;;;;;;;;;;1;02.03.2012;;"""Gebruiksvoorschrift"",""112.1"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/10172/W9/76657ee7-d069-4f6b-685d-11929f1c18c8.pdf""|""Veiligheidsblad"",""129.5"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/10172/W10/b9140477-c8ac-4849-b8e6-1fc45a16661d.pdf""";;;;;;;;
8627;nl;Tilt 250 EC (W10);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/0debc4a6-cb53-481f-7fc9-a49806ed0f9c/1496756402550746031-SYNGENCP-7001_TILT_250_EC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/0debc4a6-cb53-481f-7fc9-a49806ed0f9c/1496756405489151658-Tilt%20logo%20400x135.jpg;;;;;8627 N;"""250 G/L"",""propiconazool""";;VLS (Vloeistof);;;19.03.2020;19.12.2019;;;;;GHS02, GHS07, GHS08, GHS09;;H336, H304, EUH208, H315, H411, H226, H319, EUH401;P210, P301 + P310, P261, SP 1, P331, P305 + P351 + P338, P280, P102;;;;;;;;;;;;;;;;;;;;;;1;01.01.2019;;"""Veiligheidsblad"",""392.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/8627/W9/28dbdb97-c652-4976-8ba7-214010532142.pdf""|""Gebruiksvoorschrift"",""80.8"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/8627/W10/4fa242ed-e9b4-4a18-7f0a-2f059e041ab6.pdf""";;;;;;;;
8627 W9;nl;Tilt 250 EC (W9);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/0debc4a6-cb53-481f-7fc9-a49806ed0f9c/1496756402550746031-SYNGENCP-7001_TILT_250_EC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/0debc4a6-cb53-481f-7fc9-a49806ed0f9c/1496756405489151658-Tilt%20logo%20400x135.jpg;;;;;8627 N;"""250 G/L"",""propiconazool""";;VLS (Vloeistof);;;19.03.2020;01.07.2019;;;;;GHS07, GHS08, GHS02, GHS09;;H315, EUH401, H226, H411, H319, H336, H304, EUH208;P305 + P351 + P338, P261, P102, P301 + P310, SP 1, P210, P331, P280;;;;;;;;;;;;;;;;;;;;;;1;20.01.2017;;"""Gebruiksvoorschrift"",""347.3"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/8627/W9/60b45bb3-67b9-4feb-717c-cc63be28c67f.pdf""|""Veiligheidsblad"",""392.7"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/8627/W9/28dbdb97-c652-4976-8ba7-214010532142.pdf""";;;;;;;;
9364;nl;Topaz 100 EC (W10);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/6cf3ae7c-a7ff-409d-52a3-2b2ef083f3e8/1496756420891200569-SYNGENCP-7001_TOPAZ_100_EC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/6cf3ae7c-a7ff-409d-52a3-2b2ef083f3e8/1496756424372832648-Topaz%20logo%20400x135.jpg;;;;;9364 N;"""100 G/L"",""penconazool""";;EC (Emulgeerbaar concentraat);;;;;;;;;GHS07, GHS08, GHS09;;EUH401, H319, H361d, H411;P280, SP 1, P391, P501;;;;;;;;;;;;;;;;;;;;;;1;02.11.2018;;"""Gebruiksvoorschrift"",""66"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/9364/W10/5303c779-d471-484c-a95d-fbccb48db7fa.pdf""|""Veiligheidsblad"",""375.85"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/9364/W9/963a65fb-0eb6-4247-82bc-e266bf5ffae6.pdf""";;;;;;;;
9364 W9;nl;Topaz 100 EC (W9);Fungicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/6cf3ae7c-a7ff-409d-52a3-2b2ef083f3e8/1496756420891200569-SYNGENCP-7001_TOPAZ_100_EC.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/6cf3ae7c-a7ff-409d-52a3-2b2ef083f3e8/1496756424372832648-Topaz%20logo%20400x135.jpg;;;;;9364 N;"""100 G/L"",""penconazool""";;EC (Emulgeerbaar concentraat);;;;;;;;;GHS09, GHS07, GHS08;;EUH401, H319, H361d, H411;P501, P280, P391, SP 1;;;;;;;;;;;;;;;;;;;;;;1;05.09.2014;;"""Veiligheidsblad"",""375.85"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/9364/W9/963a65fb-0eb6-4247-82bc-e266bf5ffae6.pdf""|""Gebruiksvoorschrift"",""18.9"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/9364/W9/6119d81d-69d4-4ec8-7a88-eab995f156af.pdf""";;;;;;;;
12552;nl;Touchdown Quattro (W2);Herbicide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/14e2b5ff-ff68-4d72-671f-19c00d75a3ce/1496756441006621767-SYNGENCP-7001_TOUCHDOWN_QUATTRO.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/14e2b5ff-ff68-4d72-671f-19c00d75a3ce/1496756446109596189-Touchdown%20Quattro%20logo%20400x135.jpg;;;;;12552 N;"""360 G/L"",""glyfosaat""";;SL (Met water mengbaar concentraat);;;;;;;;;GHS09, GHS09;;EUH401, H411, EUH401, EUH210, H411;P501, P391, P273, P273, P391, SP 1, SP 1;;;;;;;;;;;;;;;;;;;;;;1;11.12.2012;;"""Veiligheidsblad"",""160.95"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12552/W2/16163301-8b7c-4daa-9a83-a0028d4c552f.pdf""|""Gebruiksvoorschrift"",""18.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12552/W2/078ae346-44ee-4a81-7890-8c7409582643.pdf""";;;;;;;;
12014;nl;Trigard 100 SL (W6);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/7881447d-197c-4742-57cc-a9cef4d9a8aa/1496756456042523414-SYNGENCP-7001_TRIGARD_100_SL.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/7881447d-197c-4742-57cc-a9cef4d9a8aa/1496756461092182604-Trigard%20logo%20400x135.jpg;;;;;12014 N;"""100 G/L"",""cyromazine""";;VLS (Vloeistof);;;30.06.2021;30.06.2020;;;;;GHS09;;H411, EUH401;P273, SP 1;;;;;;;;;;;;;;;;;;;;;;1;23.12.2015;;"""Gebruiksvoorschrift"",""475.35"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12014/W6/d0d8483e-f32a-4295-71ef-ad5fd7dff1e5.pdf""|""Veiligheidsblad"",""311.4"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/12014/W6/d5bed661-0310-4cd2-8196-f040d920e933.pdf""";;;;;;;;
13087 W7;nl;Vertimec Gold (W7);Insecticide;Gewasbescherming;;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/banner_image/4e309181-4778-4a66-5398-014b9409f67d/1496756479039514639-SYNGENCP-7001_VERTIMER_GOLD.jpg;http://portal-agro4all-com.s3.eu-central-1.amazonaws.com/logo_image/4e309181-4778-4a66-5398-014b9409f67d/1496756476280115052-Vertimec%20Gold%20logo%20400x135.jpg;;;;;13087 N;"""18 G/L"",""abamectine""";;EC (Emulgeerbaar concentraat);;;;;;;;;GHS08, GHS09, GHS05, GHS07;;H302, H373, H317, EUH401, H290, H410, H319, H335;P391, P280A, P314, SP 1, P260, P273;;;;;;;;;;;;;;;;;;;;;;1;03.06.2016;;"""Gebruiksvoorschrift"",""106.45"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13087/W7/85da4b9b-858f-471d-b0e9-018251a887ae.pdf""|""Veiligheidsblad"",""347.55"",""http://nl-static-agro4all-com.s3.eu-central-1.amazonaws.com/product/13087/W8/de0b433e-95c1-492f-ba3c-068a392db867.pdf""";;;;;;;;
